Date/Time	Parameter	Value	Parameter	Value	QF	QC Note
06/25/2019 21:17	SST (C)	12.886	Salinity	29.755	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/26/2019 00:17	SST (C)	12.638	Salinity	29.416	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/26/2019 03:17	SST (C)	14.588	Salinity	29.534	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/26/2019 06:17	SST (C)	14.166	Salinity	29.245	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/26/2019 09:17	SST (C)	14.68	Salinity	29.407	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/26/2019 12:17	SST (C)	14.762	Salinity	29.201	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/26/2019 15:17	SST (C)	14.702	Salinity	29.395	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/26/2019 18:17	SST (C)	14.814	Salinity	29.021	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/26/2019 21:17	SST (C)	15.694	Salinity	28.86	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/27/2019 00:17	SST (C)	15.426	Salinity	29.034	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/27/2019 03:17	SST (C)	15.952	Salinity	28.529	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/27/2019 06:17	SST (C)	15.02	Salinity	28.909	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/27/2019 09:17	SST (C)	15.564	Salinity	28.946	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/27/2019 12:17	SST (C)	15.426	Salinity	26.536	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/27/2019 15:17	SST (C)	14.822	Salinity	28.81	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/27/2019 18:17	SST (C)	15.39	Salinity	29.131	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/27/2019 21:17	SST (C)	15.582	Salinity	29.097	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/28/2019 00:17	SST (C)	15.68	Salinity	29.213	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/28/2019 03:17	SST (C)	15.516	Salinity	28.99	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/28/2019 06:17	SST (C)	15.56	Salinity	29.061	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/28/2019 09:17	SST (C)	15.604	Salinity	29.084	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/28/2019 12:17	SST (C)	15.7	Salinity	26.572	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/28/2019 15:17	SST (C)	15.724	Salinity	28.56	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/28/2019 18:17	SST (C)	15.646	Salinity	28.342	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/28/2019 21:17	SST (C)	15.606	Salinity	28.535	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/29/2019 00:17	SST (C)	15.568	Salinity	29.248	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/29/2019 03:17	SST (C)	15.544	Salinity	29.101	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/29/2019 06:17	SST (C)	15.484	Salinity	29.405	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/29/2019 09:17	SST (C)	15.474	Salinity	29.143	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/29/2019 12:17	SST (C)	15.454	Salinity	29.099	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/29/2019 15:17	SST (C)	15.1	Salinity	28.628	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/29/2019 18:17	SST (C)	14.904	Salinity	27.946	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/29/2019 21:17	SST (C)	15.536	Salinity	29.208	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/30/2019 00:17	SST (C)	15.608	Salinity	29.355	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/30/2019 03:17	SST (C)	15.216	Salinity	29.006	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/30/2019 06:17	SST (C)	15.286	Salinity	29.276	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/30/2019 09:17	SST (C)	15.466	Salinity	29.443	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/30/2019 12:17	SST (C)	15.366	Salinity	29.148	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/30/2019 15:17	SST (C)	15.442	Salinity	28.426	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/30/2019 18:17	SST (C)	14.704	Salinity	28.175	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/30/2019 21:17	SST (C)	16.606	Salinity	28.935	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/01/2019 00:17	SST (C)	16.694	Salinity	29.007	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/01/2019 03:17	SST (C)	15.268	Salinity	27.137	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/01/2019 06:17	SST (C)	16.128	Salinity	29.272	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/01/2019 09:17	SST (C)	15.648	Salinity	29.356	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/01/2019 12:17	SST (C)	15.834	Salinity	28.775	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/01/2019 15:17	SST (C)	15.552	Salinity	27.321	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/01/2019 18:17	SST (C)	15.7	Salinity	28.287	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/01/2019 21:17	SST (C)	17.038	Salinity	29.073	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/02/2019 00:17	SST (C)	16.214	Salinity	29.238	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/02/2019 03:17	SST (C)	16.046	Salinity	29.098	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/02/2019 06:17	SST (C)	15.786	Salinity	29.489	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/02/2019 09:17	SST (C)	15.75	Salinity	29.478	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/02/2019 12:17	SST (C)	15.454	Salinity	29.097	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/02/2019 15:17	SST (C)	15.396	Salinity	29.244	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/02/2019 18:17	SST (C)	14.65	Salinity	28.37	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/02/2019 21:17	SST (C)	14.842	Salinity	29.387	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/03/2019 00:17	SST (C)	14.678	Salinity	29.373	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/03/2019 03:17	SST (C)	14.536	Salinity	29.414	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/03/2019 06:17	SST (C)	14.618	Salinity	29.265	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/03/2019 09:17	SST (C)	14.858	Salinity	29.684	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/03/2019 12:17	SST (C)	13.486	Salinity	29.39	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/03/2019 15:17	SST (C)	14.78	Salinity	28.621	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/03/2019 18:17	SST (C)	13.968	Salinity	29.148	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/03/2019 21:17	SST (C)	13.714	Salinity	29.181	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/04/2019 00:17	SST (C)	14.266	Salinity	29.149	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/04/2019 03:17	SST (C)	13.566	Salinity	28.935	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/04/2019 06:17	SST (C)	13.48	Salinity	28.824	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/04/2019 09:17	SST (C)	13.928	Salinity	29.225	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/04/2019 12:17	SST (C)	14.094	Salinity	29.52	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/04/2019 15:17	SST (C)	13.534	Salinity	29.169	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/04/2019 18:17	SST (C)	13.166	Salinity	28.259	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/04/2019 21:17	SST (C)	12.332	Salinity	29.643	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/05/2019 00:17	SST (C)	13.594	Salinity	29.568	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/05/2019 03:17	SST (C)	13.334	Salinity	29.245	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/05/2019 06:17	SST (C)	13.268	Salinity	28.493	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/05/2019 09:17	SST (C)	13.654	Salinity	29.306	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/05/2019 12:17	SST (C)	13.422	Salinity	29.405	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/05/2019 15:17	SST (C)	12.844	Salinity	29.069	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/05/2019 18:17	SST (C)	14.078	Salinity	29.07	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/05/2019 21:17	SST (C)	13.69	Salinity	29.268	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/06/2019 00:17	SST (C)	13.882	Salinity	29.523	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/06/2019 03:17	SST (C)	14.118	Salinity	29.442	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/06/2019 06:17	SST (C)	14.532	Salinity	29.739	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/06/2019 09:17	SST (C)	14.704	Salinity	29.31	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/06/2019 12:17	SST (C)	14.428	Salinity	29.491	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/06/2019 15:17	SST (C)	14.32	Salinity	29.407	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/06/2019 18:17	SST (C)	13.854	Salinity	29.276	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/06/2019 21:17	SST (C)	12.316	Salinity	29.067	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/07/2019 00:17	SST (C)	12.666	Salinity	29.666	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/07/2019 03:17	SST (C)	12.214	Salinity	29.424	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/07/2019 06:17	SST (C)	12.43	Salinity	29.13	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/07/2019 09:17	SST (C)	12.436	Salinity	29.267	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/07/2019 12:17	SST (C)	12.374	Salinity	29.507	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/07/2019 15:17	SST (C)	12.216	Salinity	29.414	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/07/2019 18:17	SST (C)	12.138	Salinity	29.007	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/07/2019 21:17	SST (C)	12.04	Salinity	29.193	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/08/2019 00:17	SST (C)	12.418	Salinity	29.642	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/08/2019 03:17	SST (C)	12.416	Salinity	29.51	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/08/2019 06:17	SST (C)	12.368	Salinity	29.463	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/08/2019 09:17	SST (C)	12.43	Salinity	29.139	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/08/2019 12:17	SST (C)	12.406	Salinity	29.599	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/08/2019 15:17	SST (C)	12.878	Salinity	29.427	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/08/2019 18:17	SST (C)	12.588	Salinity	29.407	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/08/2019 21:17	SST (C)	13.134	Salinity	29.584	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/09/2019 00:17	SST (C)	13.228	Salinity	29.493	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/09/2019 03:17	SST (C)	13.206	Salinity	29.684	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/09/2019 06:17	SST (C)	12.824	Salinity	29.512	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/09/2019 09:17	SST (C)	14.848	Salinity	29.592	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/09/2019 12:17	SST (C)	14.002	Salinity	29.403	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/09/2019 15:17	SST (C)	14.368	Salinity	29.481	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/09/2019 18:17	SST (C)	14.89	Salinity	29.336	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/09/2019 21:17	SST (C)	16.024	Salinity	29.505	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/10/2019 00:17	SST (C)	15.694	Salinity	29.35	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/10/2019 03:17	SST (C)	15.036	Salinity	29.618	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/10/2019 06:17	SST (C)	14.77	Salinity	29.456	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/10/2019 09:17	SST (C)	15.034	Salinity	29.45	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/10/2019 12:17	SST (C)	14.902	Salinity	29.219	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/10/2019 15:17	SST (C)	14.67	Salinity	29.174	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/10/2019 18:17	SST (C)	15.35	Salinity	28.565	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/10/2019 21:17	SST (C)	16.076	Salinity	28.591	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/11/2019 00:17	SST (C)	15.326	Salinity	28.952	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/11/2019 03:17	SST (C)	15.104	Salinity	29.642	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/11/2019 06:17	SST (C)	15.608	Salinity	29.662	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/11/2019 09:17	SST (C)	15.416	Salinity	28.742	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/11/2019 12:17	SST (C)	14.828	Salinity	29.014	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/11/2019 15:17	SST (C)	16.108	Salinity	29.386	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/11/2019 18:17	SST (C)	16.01	Salinity	29.366	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/11/2019 21:17	SST (C)	15.684	Salinity	28.621	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/12/2019 00:17	SST (C)	16.428	Salinity	28.878	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/12/2019 03:17	SST (C)	16.456	Salinity	29.374	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/12/2019 06:17	SST (C)	16.614	Salinity	29.322	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/12/2019 09:17	SST (C)	16.402	Salinity	28.75	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/12/2019 12:17	SST (C)	16.756	Salinity	28.254	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/12/2019 15:17	SST (C)	16.752	Salinity	29.018	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/12/2019 18:17	SST (C)	16.996	Salinity	29.111	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/12/2019 21:17	SST (C)	16.718	Salinity	28.501	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/13/2019 00:17	SST (C)	16.556	Salinity	28.49	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/13/2019 03:17	SST (C)	16.506	Salinity	29.251	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/13/2019 06:17	SST (C)	16.772	Salinity	29.493	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/13/2019 09:17	SST (C)	16.79	Salinity	28.978	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/13/2019 12:17	SST (C)	16.772	Salinity	28.279	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/13/2019 15:17	SST (C)	16.64	Salinity	28.171	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/13/2019 18:17	SST (C)	16.994	Salinity	28.86	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/13/2019 21:17	SST (C)	17.286	Salinity	28.345	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/14/2019 00:17	SST (C)	17.016	Salinity	28.867	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/14/2019 03:17	SST (C)	17.274	Salinity	29.082	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/14/2019 06:17	SST (C)	17.08	Salinity	29.169	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/14/2019 09:17	SST (C)	16.534	Salinity	28.407	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/14/2019 12:17	SST (C)	16.13	Salinity	28.364	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/14/2019 15:17	SST (C)	15.496	Salinity	28.369	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/14/2019 18:17	SST (C)	15.754	Salinity	26.219	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/14/2019 21:17	SST (C)	16.782	Salinity	28.696	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/15/2019 00:17	SST (C)	16.962	Salinity	28.857	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/15/2019 03:17	SST (C)	16.828	Salinity	28.731	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/15/2019 06:17	SST (C)	16.626	Salinity	29.219	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/15/2019 09:17	SST (C)	16.474	Salinity	28.949	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/15/2019 12:17	SST (C)	16.668	Salinity	28.775	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/15/2019 15:17	SST (C)	16.434	Salinity	27.647	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/15/2019 18:17	SST (C)	15.374	Salinity	29.3	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/15/2019 21:17	SST (C)	16.976	Salinity	28.751	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/16/2019 00:17	SST (C)	16.92	Salinity	28.691	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/16/2019 03:17	SST (C)	17.072	Salinity	28.334	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/16/2019 06:17	SST (C)	16.582	Salinity	29.279	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/16/2019 09:17	SST (C)	16.494	Salinity	29.383	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/16/2019 12:17	SST (C)	16.868	Salinity	27.751	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/16/2019 15:17	SST (C)	16.58	Salinity	28.707	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/16/2019 18:17	SST (C)	16.316	Salinity	29.09	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/16/2019 21:17	SST (C)	16.124	Salinity	29.122	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/17/2019 00:17	SST (C)	16.01	Salinity	28.869	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/17/2019 03:17	SST (C)	15.028	Salinity	29.24	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/17/2019 06:17	SST (C)	15.414	Salinity	29.192	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/17/2019 09:17	SST (C)	13.764	Salinity	29.349	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/17/2019 12:17	SST (C)	14.224	Salinity	27.25	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/17/2019 15:17	SST (C)	14.224	Salinity	27.648	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/17/2019 18:17	SST (C)	14.442	Salinity	29.058	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/17/2019 21:17	SST (C)	14.726	Salinity	28.61	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/18/2019 00:17	SST (C)	14.032	Salinity	28.648	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/18/2019 03:17	SST (C)	13.586	Salinity	28.746	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/18/2019 06:17	SST (C)	13.534	Salinity	28.804	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/18/2019 09:17	SST (C)	14.052	Salinity	28.792	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/18/2019 12:17	SST (C)	13.912	Salinity	28.854	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/18/2019 15:17	SST (C)	13.83	Salinity	28.87	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/18/2019 18:17	SST (C)	13.874	Salinity	28.849	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/18/2019 21:17	SST (C)	13.95	Salinity	29.317	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/19/2019 00:17	SST (C)	14.296	Salinity	29.151	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/19/2019 03:17	SST (C)	14.388	Salinity	29.192	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/19/2019 06:17	SST (C)	14.366	Salinity	29.285	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/19/2019 09:17	SST (C)	14.216	Salinity	29.375	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/19/2019 12:17	SST (C)	14.112	Salinity	29.039	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/19/2019 15:17	SST (C)	14.112	Salinity	28.88	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/19/2019 18:17	SST (C)	14.246	Salinity	28.778	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/19/2019 21:17	SST (C)	14.394	Salinity	29.162	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/20/2019 00:17	SST (C)	14.348	Salinity	28.953	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/20/2019 03:17	SST (C)	14.43	Salinity	29.135	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/20/2019 06:17	SST (C)	14.098	Salinity	28.769	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/20/2019 09:17	SST (C)	14.13	Salinity	29.256	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/20/2019 12:17	SST (C)	13.86	Salinity	29.414	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/20/2019 15:17	SST (C)	13.762	Salinity	28.76	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/20/2019 18:17	SST (C)	14.356	Salinity	28.92	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/20/2019 21:17	SST (C)	14.644	Salinity	29.242	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/21/2019 00:17	SST (C)	14.852	Salinity	29.025	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/21/2019 03:17	SST (C)	15.686	Salinity	29.243	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/21/2019 06:17	SST (C)	15.578	Salinity	29.186	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/21/2019 09:17	SST (C)	15.506	Salinity	29.011	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/21/2019 12:17	SST (C)	15.684	Salinity	29.037	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/21/2019 15:17	SST (C)	15.558	Salinity	29.011	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/21/2019 18:17	SST (C)	15.912	Salinity	27.953	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/21/2019 21:17	SST (C)	16.814	Salinity	28.581	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/22/2019 00:17	SST (C)	16.998	Salinity	28.972	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/22/2019 03:17	SST (C)	16.41	Salinity	28.763	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/22/2019 06:17	SST (C)	16.156	Salinity	28.297	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/22/2019 09:17	SST (C)	15.94	Salinity	28.478	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/22/2019 12:17	SST (C)	15.564	Salinity	28.633	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/22/2019 15:17	SST (C)	15.602	Salinity	28.847	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/22/2019 18:17	SST (C)	15.96	Salinity	28.81	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/22/2019 21:17	SST (C)	15.052	Salinity	28.782	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/23/2019 00:17	SST (C)	16.524	Salinity	28.836	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/23/2019 03:17	SST (C)	16.58	Salinity	28.892	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/23/2019 06:17	SST (C)	16.432	Salinity	28.497	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/23/2019 09:17	SST (C)	16.114	Salinity	27.977	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/23/2019 12:17	SST (C)	15.556	Salinity	28.233	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/23/2019 15:17	SST (C)	15.048	Salinity	28.082	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/23/2019 18:17	SST (C)	16.394	Salinity	28.607	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/23/2019 21:17	SST (C)	16.306	Salinity	28.473	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/24/2019 00:17	SST (C)	15.56	Salinity	28.612	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/24/2019 03:17	SST (C)	16.076	Salinity	28.645	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/24/2019 06:17	SST (C)	16.434	Salinity	28.754	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/24/2019 09:17	SST (C)	15.662	Salinity	28.652	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/24/2019 12:17	SST (C)	15.396	Salinity	27.97	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/24/2019 15:17	SST (C)	15.462	Salinity	28.709	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/24/2019 18:17	SST (C)	14.846	Salinity	28.109	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/24/2019 21:17	SST (C)	15.214	Salinity	27.51	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/25/2019 00:17	SST (C)	14.588	Salinity	29.066	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/25/2019 03:17	SST (C)	15.23	Salinity	28.876	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
07/25/2019 06:17	SST (C)	14.706	Salinity	28.612	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
